sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
50,2026-06-28T01:09:22+02:00,2026-06-27T23:09:22+00:00,50.216,31249,True,4,1 2 3 4,,1,True,present_still,0.40256639451202136,-58.0,35.993459728483806,55.32824170742471,57.19809770358751,1.5875,156.98046875,5,9.963148349249416,0.4727872766907025,55.68261065874757,0.40923287280890364,0.5
51,2026-06-28T01:09:23+02:00,2026-06-27T23:09:23+00:00,51.221,31279,True,4,1 2 3 4,,1,True,present_still,0.44999888310884856,-58.0,38.43391519786882,59.25919292263033,61.02007193954779,1.6125,162.05859375,5,13.247952207246819,0.3981287845011459,61.76089047855796,0.7215350579987255,0.3384410729821926
52,2026-06-28T01:09:24+02:00,2026-06-27T23:09:24+00:00,52.226,31312,True,4,1 2 3 4,,1,True,present_still,0.45983857119927374,-58.0,36.509258162953834,54.6676307104617,58.32305835456685,1.5875,152.73046875,5,13.214714236729165,0.38343621165570463,61.471682665891386,0.7342564296847134,0.32122018505922323
53,2026-06-28T01:09:25+02:00,2026-06-27T23:09:25+00:00,53.228,31352,True,4,1 2 3 4,,1,True,present_still,0.4937825778933377,-58.0,35.88151465455909,53.60408390859609,56.373339905642986,1.5875,148.1875,5,13.214714236729165,0.36590221474051504,61.03669952766151,0.7061092324355231,0.32734962192320793
54,2026-06-28T01:09:26+02:00,2026-06-27T23:09:26+00:00,54.232,31380,True,4,1 2 3 4,,1,True,present_still,0.5355453103464808,-58.0,39.408162661175666,60.07050051972387,61.93813059073365,1.5625,167.12890625,5,13.214714236729165,0.3769864018225746,60.71153560046238,0.6641856858813181,0.3624836523754157
55,2026-06-28T01:09:27+02:00,2026-06-27T23:09:27+00:00,55.237,31420,True,4,1 2 3 4,,1,True,present_still,0.42561456159225275,-58.0,36.69539788807554,55.07282487298615,58.97290845208027,1.5625,160.63671875,5,13.054019554292337,0.42764372873208173,60.202734885340874,0.6128330925957299,0.3461680313760861
56,2026-06-28T01:09:28+02:00,2026-06-27T23:09:28+00:00,56.241,31458,True,4,1 2 3 4,,1,True,present_still,0.5527272495760833,-58.0,38.62967122813858,57.924961480441006,60.528857580175256,2.1625,163.515625,5,12.853862016207856,0.4136135401913657,59.67582643837351,0.5868247015513925,0.3254239414561607
57,2026-06-28T01:09:29+02:00,2026-06-27T23:09:29+00:00,57.246,31494,True,4,1 2 3 4,,1,True,present_still,0.5002764709925549,-58.0,33.659384081002514,51.11233541365938,52.24868183247831,1.5750000000000002,140.796875,5,12.667570379348751,0.33927657502951863,59.08991793475478,0.560324860351458,0.3359153470878625
58,2026-06-28T01:09:30+02:00,2026-06-27T23:09:30+00:00,58.248,31526,True,4,1 2 3 4,,1,True,present_still,0.6312672165416439,-58.0,38.881757750928315,58.5378063424043,60.935168026156134,1.5500000000000003,162.41796875,5,12.501992504522269,0.300704325807881,58.53651519456737,0.5419378655549706,0.32135062239873113
59,2026-06-28T01:09:31+02:00,2026-06-27T23:09:31+00:00,59.253,31558,True,4,1 2 3 4,,2,True,present_moving,0.4082042480096604,-58.0,37.98094960511095,56.5576112298898,58.38646056892062,2.1625,156.19140625,8,15.804440758888406,0.42883510962355215,93.90779761499277,0.3898823780714357,0.46119918298618434
60,2026-06-28T01:09:32+02:00,2026-06-27T23:09:32+00:00,60.258,31598,True,4,1 2 3 4,,1,True,present_still,0.6183079627120456,-58.0,39.655330514615294,59.37460438857631,61.74806396915026,1.5750000000000002,164.38671875,5,12.105944264244052,0.2742665308347556,57.31359394234457,0.5154129444439173,0.31843290090867926
61,2026-06-28T01:09:33+02:00,2026-06-27T23:09:33+00:00,61.259,31635,True,4,1 2 3 4,,1,True,present_still,0.43134772413442646,-58.0,34.2161301281505,53.251973167050764,53.90596269289316,1.5750000000000002,149.64453125,5,11.89179521719061,0.28276102170480455,56.709939210472925,0.49287686813872256,0.3592209541569277
62,2026-06-28T01:09:34+02:00,2026-06-27T23:09:34+00:00,62.262,31666,True,4,1 2 3 4,,1,True,present_still,0.3925144608194087,-58.0,36.63200457798541,56.1339836520685,58.71825013764404,1.5875000000000004,157.94140625,5,9.665086014611893,0.3766116016537733,55.68261065874757,0.623601686864328,0.5
63,2026-06-28T01:09:35+02:00,2026-06-27T23:09:35+00:00,63.267,31706,True,4,1 2 3 4,,1,True,present_still,0.4684770954991321,-58.0,36.69498869540032,57.6241591615746,57.8085657380402,2.1500000000000004,159.58984375,5,11.649224825652984,0.3136391325079542,55.721160246743,0.4208422847828295,0.35615308912727994
64,2026-06-28T01:09:36+02:00,2026-06-27T23:09:36+00:00,64.271,31740,True,4,1 2 3 4,,1,True,present_moving,0.571853836222933,-58.0,34.33491050334634,53.228920244648265,55.51782361160929,1.5625,150.93359375,5,14.1110243626374,0.378040215406665,104.04080821440834,0.38533534029090016,0.5
65,2026-06-28T01:09:37+02:00,2026-06-27T23:09:37+00:00,65.276,31780,True,4,1 2 3 4,,1,True,present_still,0.501190595899717,-58.0,39.66586082152155,60.024332762451465,62.91538842680731,2.15,170.4609375,5,11.585348856669905,0.39652467756556253,55.180334288245994,0.41205292368438795,0.3745684813957991
66,2026-06-28T01:09:38+02:00,2026-06-27T23:09:38+00:00,66.279,31821,True,4,1 2 3 4,,1,True,present_still,0.4725209763891149,-58.0,35.55119092581475,55.27104106263775,56.84509851640833,2.2,154.48828125,5,11.585348856669905,0.4342924950109726,55.180334288245994,0.39461649461976633,0.3605482090910892
67,2026-06-28T01:09:39+02:00,2026-06-27T23:09:39+00:00,67.281,31853,True,4,1 2 3 4,,1,True,present_still,0.49003367023344613,-58.0,36.97280527570568,57.669193663007825,57.86851801725972,2.1750000000000003,157.91796875,5,11.585348856669905,0.4475370716359363,55.180334288245994,0.3841938380522552,0.37669597258457255
68,2026-06-28T01:09:40+02:00,2026-06-27T23:09:40+00:00,68.286,31893,True,4,1 2 3 4,,2,True,active,0.5857438397028998,-64.0,32.97496413099714,48.17706073992458,49.362299408425045,1.8432432432432433,134.78589527027026,18,15.844852394577128,0.40671859204161065,94.55910044750765,0.4044554426526664,0.41687846534287076
69,2026-06-28T01:09:41+02:00,2026-06-27T23:09:41+00:00,69.291,31930,True,4,1 2 3 4,,1,True,present_still,0.5061485107414991,-58.0,35.16416320984084,54.57383348431891,55.41492489901941,2.1875,152.89453125,5,11.585348856669905,0.4296061543717508,55.180334288245994,0.4039783728897203,0.35991535809021336
70,2026-06-28T01:09:42+02:00,2026-06-27T23:09:42+00:00,70.295,31969,True,4,1 2 3 4,,1,True,present_still,0.4753779346600253,-58.0,36.29081856838841,54.97692363923695,58.089713328940334,1.5875000000000004,156.58203125,5,11.585348856669905,0.4197222793226001,55.180334288245994,0.40409067822092726,0.3339688171818541
71,2026-06-28T01:09:43+02:00,2026-06-27T23:09:43+00:00,71.3,32001,True,4,1 2 3 4,,1,True,present_still,0.41212118899051414,-58.0,34.958489755838286,54.137892687818315,56.23977804607814,1.5875,153.953125,5,11.585348856669905,0.4137109780849344,55.180334288245994,0.3915973215662026,0.36971540676403936
